Country Name,Age Group,Gender,Year,Population
United States,45-49,male,2018,"9,914,936"
United States,45-49,male,2019,"9,874,689"
United States,50-54,female,1990,"5,824,932"
United States,50-54,female,2000,"8,973,790"
United States,50-54,female,2011,"11,232,502"
United States,50-54,female,2012,"11,243,033"
United States,50-54,female,2013,"11,212,048"
United States,50-54,female,2014,"11,149,270"
United States,50-54,female,2015,"11,053,353"
United States,50-54,female,2016,"10,924,304"
United States,50-54,female,2017,"10,751,245"
United States,50-54,female,2018,"10,553,772"
United States,50-54,female,2019,"10,369,204"
United States,50-54,male,1990,"5,597,428"
United States,50-54,male,2000,"8,710,901"
United States,50-54,male,2011,"10,966,293"
United States,50-54,male,2012,"10,983,689"
United States,50-54,male,2013,"10,960,919"
United States,50-54,male,2014,"10,906,361"
United States,50-54,male,2015,"10,817,921"
United States,50-54,male,2016,"10,695,432"
United States,50-54,male,2017,"10,528,496"
United States,50-54,male,2018,"10,336,507"
United States,50-54,male,2019,"10,156,360"
United States,55-59,female,1990,"5,424,260"
United States,55-59,female,2000,"6,955,397"
United States,55-59,female,2011,"10,297,497"
United States,55-59,female,2012,"10,497,664"
United States,55-59,female,2013,"10,684,652"
United States,55-59,female,2014,"10,842,571"
United States,55-59,female,2015,"10,952,974"
United States,55-59,female,2016,"11,015,609"
United States,55-59,female,2017,"11,027,131"
United States,55-59,female,2018,"10,988,002"
United States,55-59,female,2019,"10,909,487"
United States,55-59,male,1990,"5,212,404"
United States,55-59,male,2000,"6,751,636"
United States,55-59,male,2011,"10,053,447"
United States,55-59,male,2012,"10,255,514"
United States,55-59,male,2013,"10,445,335"
United States,55-59,male,2014,"10,606,344"
United States,55-59,male,2015,"10,719,680"
United States,55-59,male,2016,"10,784,824"
United States,55-59,male,2017,"10,798,667"
United States,55-59,male,2018,"10,761,798"
United States,55-59,male,2019,"10,685,552"
United States,60-64,female,1990,"5,645,090"
United States,60-64,female,2000,"5,652,813"
United States,60-64,female,2011,"8,956,042"
United States,60-64,female,2012,"9,185,322"
United States,60-64,female,2013,"9,383,646"
United States,60-64,female,2014,"9,582,255"
United States,60-64,female,2015,"9,790,678"
United States,60-64,female,2016,"9,991,870"
United States,60-64,female,2017,"10,185,704"
United States,60-64,female,2018,"10,356,334"
United States,60-64,female,2019,"10,490,334"
United States,60-64,male,1990,"5,424,609"
United States,60-64,male,2000,"5,487,213"
United States,60-64,male,2011,"8,743,784"
United States,60-64,male,2012,"8,973,444"
United States,60-64,male,2013,"9,173,470"
United States,60-64,male,2014,"9,373,486"
United States,60-64,male,2015,"9,582,141"
United States,60-64,male,2016,"9,782,533"
United States,60-64,male,2017,"9,974,673"
United States,60-64,male,2018,"10,143,133"
United States,60-64,male,2019,"10,275,003"
United States,65-69,female,1990,"5,498,416"
United States,65-69,female,2000,"5,079,452"
United States,65-69,female,2011,"6,856,440"
United States,65-69,female,2012,"7,215,091"
United States,65-69,female,2013,"7,590,972"
United States,65-69,female,2014,"7,954,034"
United States,65-69,female,2015,"8,279,170"
United States,65-69,female,2016,"8,547,554"
United States,65-69,female,2017,"8,767,475"
United States,65-69,female,2018,"8,951,698"
United States,65-69,female,2019,"9,130,305"
United States,65-69,male,1990,"5,283,664"
United States,65-69,male,2000,"4,930,648"
United States,65-69,male,2011,"6,693,943"
United States,65-69,male,2012,"7,048,661"
United States,65-69,male,2013,"7,420,948"
United States,65-69,male,2014,"7,780,739"
United States,65-69,male,2015,"8,102,827"
United States,65-69,male,2016,"8,368,477"
United States,65-69,male,2017,"8,585,827"
United States,65-69,male,2018,"8,767,414"
United States,65-69,male,2019,"8,942,890"
United States,70-74,female,1990,"4,596,529"
United States,70-74,female,2000,"4,910,435"
United States,70-74,female,2011,"5,156,441"
United States,70-74,female,2012,"5,327,394"
United States,70-74,female,2013,"5,530,579"
United States,70-74,female,2014,"5,776,962"
United States,70-74,female,2015,"6,066,532"
United States,70-74,female,2016,"6,367,360"
United States,70-74,female,2017,"6,704,090"
United States,70-74,female,2018,"7,052,325"
United States,70-74,female,2019,"7,383,579"
United States,70-74,male,1990,"4,417,002"
United States,70-74,male,2000,"4,766,583"
United States,70-74,male,2011,"5,034,234"
United States,70-74,male,2012,"5,204,507"
United States,70-74,male,2013,"5,406,704"
United States,70-74,male,2014,"5,651,099"
United States,70-74,male,2015,"5,937,317"
United States,70-74,male,2016,"6,233,959"
United States,70-74,male,2017,"6,565,192"
United States,70-74,male,2018,"6,907,142"
United States,70-74,male,2019,"7,232,019"
United States,75-79,female,1990,"3,690,326"
United States,75-79,female,2000,"4,332,662"
United States,75-79,female,2011,"4,097,148"
United States,75-79,female,2012,"4,134,563"
United States,75-79,female,2013,"4,204,697"
United States,75-79,female,2014,"4,308,555"
United States,75-79,female,2015,"4,444,190"
United States,75-79,female,2016,"4,573,667"
United States,75-79,female,2017,"4,725,780"
United States,75-79,female,2018,"4,904,173"
United States,75-79,female,2019,"5,120,726"
United States,75-79,male,1990,"3,546,193"
United States,75-79,male,2000,"4,205,735"
United States,75-79,male,2011,"4,000,046"
United States,75-79,male,2012,"4,039,191"
United States,75-79,male,2013,"4,110,519"
United States,75-79,male,2014,"4,214,685"
United States,75-79,male,2015,"4,349,530"
United States,75-79,male,2016,"4,477,846"
United States,75-79,male,2017,"4,627,870"
United States,75-79,male,2018,"4,803,213"
United States,75-79,male,2019,"5,015,615"
United States,80 and above,female,1990,"4,947,858"
United States,80 and above,female,2000,"6,064,574"
United States,80 and above,female,2011,"7,210,043"
United States,80 and above,female,2012,"7,280,219"
United States,80 and above,female,2013,"7,323,336"
United States,80 and above,female,2014,"7,359,143"
United States,80 and above,female,2015,"7,398,480"
United States,80 and above,female,2016,"7,511,330"
United States,80 and above,female,2017,"7,598,866"
United States,80 and above,female,2018,"7,674,464"
United States,80 and above,female,2019,"7,759,209"
United States,80 and above,male,1990,"4,754,609"
United States,80 and above,male,2000,"5,886,911"
United States,80 and above,male,2011,"7,039,166"
United States,80 and above,male,2012,"7,112,286"
United States,80 and above,male,2013,"7,159,306"
United States,80 and above,male,2014,"7,198,809"
United States,80 and above,male,2015,"7,240,896"
United States,80 and above,male,2016,"7,353,962"
United States,80 and above,male,2017,"7,441,430"
United States,80 and above,male,2018,"7,516,474"
United States,80 and above,male,2019,"7,599,938"
